category,name,variant,adj-1,adj-2,adj-3,description,image_url,feelings-1-name,feelings-1-percent,feelings-2-name,feelings-2-percent,feelings-3-name,feelings-3-percent,feelings-4-name,feelings-4-percent,feelings-5-name,feelings-5-percent,helps-with-1-name,helps-with-1-percent,helps-with-2-name,helps-with-2-percent,helps-with-3-name,helps-with-3-percent,helps-with-4-name,helps-with-4-percent,helps-with-5-name,helps-with-5-percent,negatives-1-name,negatives-1-percent,negatives-2-name,negatives-2-percent,negatives-3-name,negatives-3-percent,negatives-4-name,negatives-4-percent,negatives-5-name,negatives-5-percent
Sativa,Memory Loss,Talkative,Fruity,Herbal,Peppery,"Memory Loss is a fast-finishing 70% sativa hybrid from Archive Seed Bank that smells very much like a Dutch Haze, with a strong, peppery incense odor and undertones of bubblegum and fruit. This cross of Amnesia Haze and a Face Off OG male produces large, easy to grow plants and heavy yields. Memory Loss is named for its mind-warping high that can leave users in a disoriented and forgetful mental state.",null,Happy,57%,Uplifted,52%,Euphoric,48%,Creative,40%,Relaxed,40%,Stress,36%,Pain,28%,Depression,26%,Anxiety,22%,Fatigue,18%,Dry mouth,24%,Dry eyes,10%,Anxious,8%,Headache,4%,Dizzy,2%
Sativa,Quantum Kush,Talkative,Citrus,Peppery,Herbal,"If you are looking for a strain with a heavy THC content, Quantum Kush may just be the bud for you. Homegrown Natural Wonders originally produced this mix of Sweet Irish Kush and Timewreck, a combination that passes on a complex aroma that is both earthy and sweet. While the effects are strong, Quantum Kush provides relaxing effects, and it's popularly chosen by patients fighting appetite loss, nausea, or depression.",null,Happy,63%,Uplifted,60%,Euphoric,60%,Relaxed,57%,Energetic,43%,Depression,32%,Stress,32%,Anxiety,27%,Pain,17%,Fatigue,15%,Dry mouth,21%,Dry eyes,12%,Dizzy,9%,Anxious,2%,Headache,2%
Sativa,Nepalese,Happy,Herbal,Peppery,Citrus,"Nepalese refers to any strain that grows natively in the Nepal region. These indigenous vareities (also called landraces) tend to be sativa in growth structure, however the buds and effects more closely resemble indica varieties. Native Nepalese strains tend to be resinous and hashy in aroma, with buds growing dense toward the top of these sparsely branched plants.",null,Happy,70%,Relaxed,59%,Euphoric,56%,Uplifted,51%,Creative,35%,Stress,32%,Depression,29%,Nausea,29%,Pain,29%,Insomnia,27%,Dry eyes,21%,Dry mouth,21%,Dizzy,10%,Anxious,2%,Headache,2%
Sativa,Allen Wrench,Focused,Herbal,Peppery,Pine,"A popular strain for sativa-lovers, Allen Wrench presents the best qualities of its parents, Trainwreck and NYC Diesel with crisp flavors of sour fruit. Its aroma has been characterized as sour and flowery, leaving a lingering scent of fruit. Allen Wrench is known to provide users with a long-lasting cerebral high and fill an entire room with its strong essence. The buds have a dark-green color and dark foliage with orange pistils growing out. Allen Wrench also has a 10-11 week flowering time and medium to medium-high THC content.",null,Happy,61%,Energetic,53%,Uplifted,52%,Creative,52%,Focused,49%,Stress,32%,Depression,29%,Anxiety,20%,Pain,17%,Fatigue,16%,Dry mouth,29%,Dry eyes,10%,Anxious,5%,Paranoid,5%,Dizzy,5%
Sativa,Cracker Jack,Energetic,Fruity,Peppery,Minty,This cannabis sativa strain combines Jack Herer with Green Crack to produce a potent buzz.  ,null,Energetic,67%,Happy,59%,Creative,54%,Euphoric,53%,Uplifted,51%,Stress,43%,Anxiety,37%,Depression,24%,Fatigue,21%,Pain,16%,Dry mouth,18%,Dry eyes,12%,Paranoid,7%,Dizzy,6%,Anxious,1%
Sativa,Strawberry Ice,Focused,Herbal,Peppery,Hoppy,"Strawberry Ice is a heady, energetic strain that was named Best Sativa at the 2015 Oregon DOPE Cup. With big colorful flowers that emit an aroma of fresh strawberries, Strawberry Ice is a great choice for staying active and motivated throughout your day. The fruit flavors and subtle mint undertones lead the charge towards the creative, euphoric bliss of Strawberry Ice.",null,Happy,73%,Focused,68%,Euphoric,57%,Uplifted,55%,Creative,48%,Stress,42%,Depression,37%,Anxiety,24%,Fatigue,22%,Headaches,20%,Dry mouth,28%,Dizzy,8%,Dry eyes,8%,Paranoid,6%,Anxious,4%
Sativa,Mickey Kush,Uplifted,Peppery,Fruity,Citrus,"Mickey Kush is a 75% sativa cross between Sweet Irish Kush and Jack The Ripper. These potent buds offer an earthy, kush flavor with lemon undertones, and deliver energetic, focused effects. Mickey Kush is renowned for its high THC and CBG cannabinoid content, making it a prime choice for tumor treatment, alleviating nausea, pain, and depression. These indoor or outdoor plants reach a medium height with a moderate to heavy yield, flowering between 7 and 8 weeks.",null,Uplifted,61%,Happy,59%,Relaxed,40%,Euphoric,38%,Creative,37%,Depression,33%,Stress,32%,Anxiety,24%,Pain,22%,PTSD,19%,Dry mouth,19%,Dry eyes,9%,Anxious,3%,Paranoid,3%,Dizzy,1%
Sativa,Green Candy,Energetic,Herbal,Minty,Peppery,Green Candy is a hybrid marijuana strain that's a cross between Candy Kush and Green Crack. It provides a cerebral sensation and relaxing body effects.,null,Happy,64%,Energetic,50%,Euphoric,49%,Uplifted,49%,Relaxed,45%,Stress,41%,Anxiety,32%,Depression,27%,Pain,26%,Fatigue,15%,Dry mouth,30%,Dry eyes,11%,Dizzy,6%,Paranoid,3%,Headache,1%
Sativa,Bay Dream,Hungry,Herbal,Pine,Peppery,"Granddaddy Purp’s Bay Dream is a dreamy sativa cross between the esteemed Blue Dream and Bay 11. Blue Dream passes on a subtle pine aroma coupled with sweet lemon. Patients needing an appetite boost tend to find relief in Bay Dream, and its cerebrally-focused euphoria provides a steady buzz that begins to feel intoxicating with increased doses. The effects are fast-paced and active, so Bay Dream may not be the best choice for anxiety-prone consumers. Bay Dream’s heavy yields make this sativa a favorite among growers, who wait 9 to 10 weeks for it to flower indoors. Outdoor plants sown at the beginning of June will finish flowering near the end of October with heights that stretch as tall as 10 feet.",null,Happy,57%,Euphoric,53%,Relaxed,50%,Uplifted,43%,Energetic,36%,Depression,26%,Stress,24%,Anxiety,21%,Pain,15%,Fatigue,13%,Dry mouth,24%,Dry eyes,14%,Dizzy,7%,Anxious,5%,Paranoid,5%
Sativa,Kaboom,Energetic,Fruity,Peppery,Herbal,Kaboom is a cross that combines Jack's Cleaner genetics with Vortex. This sativa-dominant strain gives you an energetic head buzz that provides a spark of creativity and lifts the mood. Medical patients enjoy Kaboom's ability to relieve pain while maintaining daily functions.,null,Uplifted,73%,Energetic,69%,Happy,65%,Euphoric,58%,Creative,54%,Stress,43%,Pain,32%,Depression,23%,Anxiety,23%,Migraines,21%,Dry mouth,26%,Dry eyes,15%,Paranoid,8%,Anxious,4%,Dizzy,4%
Sativa,Firewalker OG,Aroused,Herbal,Citrus,Peppery,"Firewalker OG is a sativa-dominant cross between Skywalker and Fire OG that is spicy with hints of flowers and hash. This strain is ideal for daytime use as you will feel full of energy and ready to take on the day. It also has many medicinal qualities, making it potentially beneficial for patients who are suffering from depression, muscle spasms, mood disorders, and anorexia.",null,Relaxed,71%,Happy,57%,Uplifted,57%,Euphoric,46%,Energetic,42%,Stress,53%,Pain,46%,Depression,39%,Anxiety,32%,Headaches,17%,Dry eyes,35%,Dry mouth,17%,Headache,17%,Anxious,7%,Dizzy,3%
